"팔남이라니, 그건 아니잖아요!","Ichinomiya Shingo, a young 25 years old, single, company worker, while thinking of tomorrow's busy working day goes to sleep. However, the moment he woke up, it was a room unknown to him. He then learned that he was inside a 6-year-old boy and had taken over his mind.Furthermore, he learned a lot from the memories of the said boy: he was born as the youngest child (8th son and 10th child) of a poor noble family living in the backcountry. Having no administrative skills, he couldn't do anything to manage the vast land his family had. Fortunately, he was blessed with a very rare talent, the talent of magic. Unfortunately, while his talent could bring prosperity to his family, in his situation it only brought disaster.Yes, this is the story of the boy, Wendelin von Benno Baumeister, opening his own path in a harsh world.Original raw",Manga,2015,"[{'title': 'Hachinan tte, Sore wa Nai Deshou!', 'type': 'Novel', 'relation': 'Adapted From'}, {'title': 'Hachinan tte, Sore wa nai Deshou! - Hajimari no Monogatari', 'type': 'Manga', 'relation': 'Prequel'}]","[{'title': 'Hachinan tte, Sore wa Nai Deshou!', 'language': 'en'}, {'title': 'Le Huitième fils', 'language': 'fr'}, {'title': 'The 8th Son? Are You Kidding Me?', 'language': 'en'}, {'title': '¿El octavo hijo? ¡Eso no puede ser cierto!', 'language': 'es'}, {'title': 'Восьмой сын? Да не может этого быть!', 'language': 'ru'}, {'title': 'Восьмой сын? Я не могу этого принять!', 'language': 'ru'}, {'title': 'хатинан ттэ, сорэ ва най дэсё:', 'language': 'ru'}, {'title': 'ผมเนี่ยนะ...ชายแปด!', 'language': 'th'}, {'title': '八男って、それはないでしょう!', 'language': 'ja'}, {'title': '八男？别闹了！', 'language': 'zh-cn'}, {'title': '팔남이라니, 그건 아니잖아요!', 'language': 'ko'}]","{'volume': 14, 'status': 'Ongoing'}",https://cdn.mangaupdates.com/image/i454081.jpg,['KUSUMOTO Hiroki'],['Y.A'],"[{'publisher': 'Kadokawa', 'label': ''}]","[{'publisher': 'Kadokawa', 'label': 'Isekai Comic'}, {'publisher': 'Kadokawa', 'label': 'Comic Walker'}]","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Harem', 'Romance', 'Seinen']","[{'volume_start': '', 'anime_start': 1, 'volume_end': '', 'anime_end': 11}]"
Happy Girl,"Come and have some fun with the four lovely sisters—Haru (Spring), Natsu (Summer), Aki (Autumn), and Toko (Winter)—as they strive to find each of their soul mates! Let these impulsive beauties take the reins and help you to experience pleasure like never before as each tale introduces a new woman in a large variety of hot, steamy scenes.They're desperate for love, and they just can't wait! Whether they're getting it on in the shower, in the kitchen, or even loudly enough for all the neighbors to hear, these girls are certainly having the time of their lives. Zukiki's new anthology is packed with ten fast-paced, sexy stories that will definitely make you happy all year long!",Manga,2010,[],"[{'title': 'Happy Girl', 'language': 'en'}, {'title': 'Happy Girls', 'language': 'en'}, {'title': 'ハッピーガール', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['ZUKIKI'],['ZUKIKI'],"[{'publisher': 'Takeshobo', 'label': ''}]","[{'publisher': 'Takeshobo', 'label': 'Doki!'}]","['Adult', 'Harem', 'Hentai']",[]
Happy Grand-Prix,,Manga,2003,[],"[{'title': 'Happy Grand-Prix', 'language': 'en'}, {'title': 'ハッピィ・グランプリ', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['BUNNY Urasawa'],['BUNNY Urasawa'],"[{'publisher': 'Tsukasa Shobou', 'label': ''}]",[],"['Adult', 'Hentai']",[]
Happy Happia!,,Manga,2024,[],"[{'title': 'Happy Happia!', 'language': 'en'}, {'title': 'はぴはぴあ！', 'language': 'ja'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i449326.jpg,['Ino (II)'],['Ino (II)'],"[{'publisher': 'Media Factory', 'label': ''}]","[{'publisher': 'Media Factory', 'label': 'Comic Flapper'}]","['Comedy', 'Slice of Life']",[]
Happy Happy Birthday,I wanted to be helpful... but the reality of being a magical girl is a little different from what I thought.,Manga,2021,[],"[{'title': 'Happy Happy Birthday', 'language': 'en'}, {'title': 'ハッピー・ハッピー・バースデイ', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i353992.png,['MOMOSE Nao'],['MOMOSE Nao'],"[{'publisher': 'Shueisha', 'label': ''}]","[{'publisher': 'Shueisha', 'label': 'Shuukan Shounen Jump'}]","['Fantasy', 'Shounen', 'Tragedy']",[]
Happy Heart wa Kami-sama Desu,,Manga,1975,[],"[{'title': 'Happy Heart wa Kami-sama Desu', 'language': 'en'}, {'title': 'ハッピー・ハートは神さまです', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i145008.jpg,[],['SHIMA Youko'],"[{'publisher': 'Kodansha', 'label': ''}]","[{'publisher': 'Kodansha', 'label': 'Nakayoshi'}]",['Shoujo'],[]
Happy Happy Honey!?,,Manga,1998,[],"[{'title': 'Happy Happy Honey!?', 'language': 'en'}, {'title': 'ハッピハッピハニー!?', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i14141.jpg,['SAITOU Rin'],['SAITO Rin'],"[{'publisher': 'Shueisha', 'label': ''}]",[],['Shoujo'],[]
Happy Happy Clover,"Chima is a young female rabbit living in the Mikazuki woods. She lives happily surrounded by nature in the woods and many friends. A new friend Mel moves to live in the woods, and so does a traveling rabbit to unfold all sorts of colorful events! This comic book is the first edition of lovely, heartwarming Mikazuki Woods diary.",Manga,2006,[],"[{'title': 'Happy Happy Clover', 'language': 'en'}, {'title': 'Cỏ 3 Lá Hạnh Phúc', 'language': 'vi'}, {'title': 'Happy, Happy Clover', 'language': 'en'}, {'title': 'Happy² Clover', 'language': 'nl'}, {'title': 'はぴはぴクローバー', 'language': 'ja'}, {'title': '快樂小兔幸運草', 'language': 'ko'}]","{'volume': 5, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i195218.jpg,['TATSUYAMA Sayuri'],['TATSUYAMA Sayuri'],"[{'publisher': 'Shogakukan', 'label': ''}]","[{'publisher': 'Shogakukan', 'label': 'Ciao'}]","['Comedy', 'Fantasy', 'Shoujo', 'Slice of Life']","[{'volume_start': '', 'anime_start': 3, 'volume_end': '', 'anime_end': 1}]"
Happy High School,,Manga,1999,[],"[{'title': 'Happy High School', 'language': 'en'}, {'title': 'ハッピィハイスクール', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['KINSAN'],['KINSAN'],"[{'publisher': 'Fusion Product', 'label': ''}]",[],"['Adult', 'Hentai']",[]
Happy Honey Life,"1. Happy Honey LifeCoffee shop owner Hiro has always had a soft spot for his father's former assistant Morio Takamichi, though as he's gotten older it's grown into a full blown crush. And though Morio is an openly gay playboy his only interest in coming to the coffee shop seems to be for Hiro's sweet foods.2. Eternal EmbraceBookworm Tomoya Kuga accepted the job in the library reluctantly, but since then he's fallen in love with Literature Professor Mikumo. When troubled sex friend Makoto assaults him in the library late one night, Tomoya doesn't realize that the professor sees them. But the next day the professor sends Tomoya away...3. Tenohira no KokoroHigh school student Kiba Sakae has been dating his sempai Anno Haruomi for a year, they haven't even kissed! With the stoic faced Anno graduating soon, Sakae is determined to create an opportunity. A romantic weekend away will help them connect physically, right?4. Domestic Cat BluesFormer playboy Keisuke Sanada has fallen in love with his housemate Shunji Mizunumi, though Shunji is wary of Keisuke womanizing past and doesn't trust him. While Keisuke is trying to gently woo his reluctant lover, a woman from Keisuke's past appears! Will it be too much for their fragile relationship to handle? 5. Kimi ni Yudaneru Negai6. Ubu na Koneko no Aishikata",Manga,2002,[],"[{'title': 'Happy Honey Life', 'language': 'en'}, {'title': 'ハッピーハニーライフ', 'language': 'ja'}, {'title': '恋爱频率', 'language': 'zh-cn'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i236701.png,['KAJIMOTO Jun'],['Kajimoto Jun'],"[{'publisher': 'Magazine Magazine', 'label': ''}]",[],"['Comedy', 'Romance', 'Smut', 'Yaoi']",[]
Happy House,,Manga,1990,[],"[{'title': 'Happy House', 'language': 'en'}, {'title': 'Счастливый дом', 'language': 'ru'}, {'title': 'ハッピィ ハウス', 'language': 'ja'}]","{'volume': 2, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i195219.jpg,['OKAZAKI Kyoko'],['OKAZAKI Kyoko'],"[{'publisher': 'Shufu to Seikatsusha', 'label': ''}]","[{'publisher': 'Shufu to Seikatsusha', 'label': 'Comic Giga'}]",['Seinen'],[]
Happy Ice Cream!,"From Alice Dreams:Misaki Sakurako is a thirteen-year-old girl who loves ice cream and cherry blossoms. Living alone, she had a weird dream that told her she is the only savior to three young child boys... Strangely enough, she woke up to three handsome strangers who asked her to resolve their dear curse--their bodies will transform if they see any slightly ""perverted"" materials (posters, pictures, etc.). The only way to prevent them from transforming would be...?",Manga,2004,[],"[{'title': 'Happy Ice Cream!', 'language': 'en'}, {'title': 'Весёлое мороженое!', 'language': 'ru'}, {'title': 'ハッピーアイスクリーム!', 'language': 'ja'}, {'title': '快乐冰淇淋', 'language': 'zh-cn'}]","{'volume': 3, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i170327.jpg,['KAWAMURA Mika'],['KAWAMURA Mika'],"[{'publisher': 'Kodansha', 'label': ''}]","[{'publisher': 'Kodansha', 'label': 'Nakayoshi'}]","['Comedy', 'Fantasy', 'Harem', 'Romance', 'School Life', 'Shoujo']",[]
Happy Kamekame,,Manga,1989,[],"[{'title': 'Happy Kamekame', 'language': 'en'}, {'title': 'はっぴい亀亀', 'language': 'ja'}]","{'volume': 2, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i195222.jpg,['MIHARA Yusuke'],['MIHARA Yusuke'],"[{'publisher': 'Kodansha', 'label': ''}]",[],"['Comedy', 'Shounen']",[]
Happy Lesson,"From ADV:Five sexy teachers, and a boy with lots to learn! Susumu Arisaka has just turned 18, and that means he can move out of the orphanage and into his childhood home. He's looking forward to finally living on his own, but five of his high school teachers have gotten there first. They're looking forward to helping him around the house - and teaching him a thing or two about life in the process. It's not at all what Susumu expected, and he's not sure if the situation's awful, or pretty darn great.",Manga,2003,[],"[{'title': 'Happy Lesson', 'language': 'en'}, {'title': 'Happy Lesson: Mama Sensei wa Saikou!', 'language': 'fi'}, {'title': 'HAPPY★LESSON', 'language': 'vi'}, {'title': 'HAPPY・LESSON', 'language': 'vi'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i125358.png,['MORI Shinnosuke'],['SASAKI Mutsumi'],"[{'publisher': 'Media Works', 'label': '2003'}]","[{'publisher': 'Media Works', 'label': ""Dengeki G's Magazine""}]","['Comedy', 'Harem', 'Romance', 'Seinen', 'Slice of Life']",[]
Happy Hungry,,Manga,2009,[],"[{'title': 'Happy Hungry', 'language': 'en'}, {'title': 'ハッピーハングリー', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i51269.jpg,['SHINOHARA Sakae'],['SHINOHARA Sakae'],"[{'publisher': 'Houbunsha', 'label': ''}]",[],['Yaoi'],[]
Happy Lips,1. Happy Lips2. Run and Run3. Yume no Tochuu4. You Could Be Mine5. Cat People6. Vampire College7. Change of Heart8. Strip Teens9. Oshiete agechau♡10. Jungle Panic,Manga,1993,[],"[{'title': 'Happy Lips', 'language': 'en'}, {'title': 'ハッピーリップス', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['HAZUKI Kaoru'],['HAZUKI Kaoru'],"[{'publisher': 'Fujimi Shuppan', 'label': ''}]",[],"['Adult', 'Fantasy', 'Hentai', 'School Life', 'Yuri']",[]
Happy Kare,"Miki, a fledgling actress, and Ryou, a young successful novelist, are childhood friends. They often stay at each other's house since they have a family-like relationship. One day, Miki asks Ryou to practice kissing for a TV drama shooting; however, it ends up more than a practice kiss. They end up having sex with a condition that ""they won't be awkward after this."" Miki gets bewildered with Ryou's manly side as their relationship moves on to a point of no return. ""Why... did you have sex with me if you don't love me?""This is a cute, and a little bit sexy, love story.from Renta!",Manga,2014,[],"[{'title': 'Happy Kare', 'language': 'en'}, {'title': 'Happy Boyfriend: How To Get A Gorgeous Boyfriend', 'language': 'en'}, {'title': 'はぴかれ 極上★彼氏のツカミ方', 'language': 'ja'}, {'title': '浪漫爱情～绝佳的男友攻略法', 'language': 'zh-cn'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i237384.jpg,['HANAOKA Miri'],['HANAOKA Miri'],"[{'publisher': 'Mobile Media Research', 'label': ''}]","[{'publisher': 'Mobile Media Research', 'label': 'Love Kyun Comic'}]","['Josei', 'Romance', 'Smut']",[]
Happy Life.,,Manga,2006,[],"[{'title': 'Happy Life.', 'language': 'en'}, {'title': 'Happy Life', 'language': 'en'}, {'title': 'Happy Raifu.', 'language': 'sw'}, {'title': 'ハッピーライフ。', 'language': 'ja'}, {'title': '快乐人生', 'language': 'zh-cn'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i214460.png,['KIRISHIMA Tamaki'],['KIRISHIMA Tamaki'],"[{'publisher': 'Daitosha', 'label': ''}]",[],"['Action', 'Adventure', 'Comedy', 'Drama', 'Historical', 'School Life', 'Sci-fi', 'Shounen Ai', 'Sports', 'Supernatural', 'Tragedy']",[]
Happy Love Life,,Manga,2006,[],"[{'title': 'Happy Love Life', 'language': 'en'}, {'title': 'ハッピーラブライフ', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['SAKURA Sae'],['SAKURA Sae'],"[{'publisher': 'Magazine Magazine', 'label': ''}]",[],"['Adult', 'Hentai']",[]
Happy Magical Nirvana,"This is a tale of the men living in a slightly curious share house where both dreams and failures interweave. Subaru is a beautiful but clumsy person who, for a long time now, has been one-sidedly in love with Daigo, a nice straight guy from his neighbourhood. Daigo and his brother, Narufumi are turning their grandfather's traveller's lodge into a share house and while Subaru was helping them out, that's when he found a book filled with prophecies. It seems that even Subaru's future is written in it!We want to live our lives laughing until the very end!This is the start of these men's stories of love and laughter as they build their very own ""retirement home"".",Manga,2022,[],"[{'title': 'Happy Magical Nirvana', 'language': 'en'}, {'title': 'Happii Majikaru Nirvana', 'language': 'sw'}, {'title': 'ハッピーマジカルＮＩＲＶＡＮＡ', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i405569.jpg,['Etsuko'],['Etsuko'],"[{'publisher': 'Kodansha', 'label': ''}]","[{'publisher': 'Kodansha', 'label': 'Honey Milk'}]","['Comedy', 'Drama', 'Romance', 'Shounen Ai', 'Slice of Life']",[]
Happy Mamuan,,Manga,2020,[],"[{'title': 'Happy Mamuan', 'language': 'en'}, {'title': 'Happy Mom An', 'language': 'sv'}, {'title': 'ハッピーマムアン', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i316257.jpg,['Wisut Ponnimit'],['Wisut Ponnimit'],"[{'publisher': 'Harper Collins', 'label': ''}]","[{'publisher': 'Sapporo Fudoosan Kaihatsu', 'label': 'YEBISU STYLE'}, {'publisher': 'Starts Shuppan', 'label': 'OZmagazine PLUS'}]","['Comedy', 'Seinen', 'Slice of Life']",[]
Happy Marionette,,Manga,2023,[],"[{'title': 'Happy Marionette', 'language': 'en'}, {'title': 'ハッピーマリオネット', 'language': 'ja'}]","{'volume': 2, 'status': 'Ongoing'}",https://cdn.mangaupdates.com/image/i442598.jpg,['MISHIMA Ukyou'],['MISHIMA Ukyou'],"[{'publisher': 'Shueisha', 'label': ''}]","[{'publisher': 'Shueisha', 'label': 'Shuukan Young Jump'}]","['Drama', 'Mature', 'Psychological', 'Seinen']",[]
Happy Mari-chan,,Manga,1989,"[{'title': 'Lovely Mari-chan', 'type': 'Manga', 'relation': 'Sequel'}]","[{'title': 'Happy Mari-chan', 'language': 'en'}, {'title': 'Happy まりちゃん', 'language': 'ja'}, {'title': 'ハッピーまりちゃん', 'language': 'ja'}]","{'volume': 7, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i195224.jpg,['UEHARA Kimiko'],['UEHARA Kimiko'],"[{'publisher': 'Kodansha', 'label': 'Bunko'}, {'publisher': 'Shogakukan', 'label': ''}]",[],['Shoujo'],[]
Happy Negative Marriage,"Keitaro Satou is 30, successful at his job... and single. With worries about his future, he decides to have an arranged marriage interview to appease his family, yet while his prospective ""wife"" is a beauty, problems are bound to pop up!",Manga,2009,[],"[{'title': 'Happy Negative Marriage', 'language': 'en'}, {'title': 'Счастливый фиктивный брак', 'language': 'ru'}, {'title': 'ハッピーネガティブマリッジ', 'language': 'ja'}, {'title': '纯情佳偶', 'language': 'ko'}]","{'volume': 5, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i289594.png,['AMAZUME Ryuta'],['AMAZUME Ryuta'],"[{'publisher': 'Shonen Gahosha', 'label': ''}]","[{'publisher': 'Shonen Gahosha', 'label': 'Gekkan Young King'}]","['Adult', 'Drama', 'Ecchi', 'Romance', 'Seinen', 'Slice of Life']",[]
Happy Milk,,Manga,2008,[],"[{'title': 'Happy Milk', 'language': 'en'}, {'title': 'ハッピーミルク', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['RIKUDOU Maki'],['RIKUDOU Maki'],"[{'publisher': 'Core Magazine', 'label': ''}]","[{'publisher': 'Core Magazine', 'label': 'Comic Hotmilk'}]","['Adult', 'Hentai']",[]
Happy Man,,Manga,1999,[],"[{'title': 'Happy Man', 'language': 'en'}, {'title': 'ハッピーマン', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i195223.jpg,['SHIOZAKI Yuji'],['SHIOZAKI Yuji'],"[{'publisher': 'Daitosha', 'label': '2004'}, {'publisher': 'Shueisha', 'label': '1999'}]","[{'publisher': 'Shueisha', 'label': 'Shuukan Young Jump'}]","['Ecchi', 'School Life', 'Seinen']",[]
Happy Moment,,Manga,2017,[],"[{'title': 'Happy Moment', 'language': 'en'}, {'title': 'ハッピーモーメント', 'language': 'ja'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i346636.jpg,['Nozu Inuma'],['Nozu Inuma'],"[{'publisher': 'Printemps Shuppan', 'label': ''}]","[{'publisher': 'Printemps Shuppan', 'label': 'Canna'}]","['Psychological', 'Romance', 'Slice of Life', 'Yaoi']",[]
Happy Nest,,Manga,2018,[],"[{'title': 'Happy Nest', 'language': 'en'}, {'title': 'ハピネス-happy nest-', 'language': 'et'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i312205.jpg,['NAKAMURA Yukichi'],['NAKAMURA Yukichi'],[],[],['Yuri'],[]
Happy Obaa-chan,Tells a story about a young girl's grandmother who looks like a teenage girl.,Manga,2007,"[{'title': 'Jungle Onee-chan', 'type': 'Manga', 'relation': 'Alternate Story'}]","[{'title': 'Happy Obaa-chan', 'language': 'en'}, {'title': 'Happy Nenek Muda', 'language': 'af'}, {'title': 'HAPPY俏奶奶', 'language': 'vi'}, {'title': 'ハッピー♥おばあちゃん', 'language': 'ja'}, {'title': 'ハッピー・おばあちゃん', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i11315.png,['AKINO Miru'],['AKINO Miru'],"[{'publisher': 'Shogakukan', 'label': ''}]","[{'publisher': 'Shogakukan', 'label': 'Ciao Deluxe'}]","['Comedy', 'Shoujo', 'Slice of Life']",[]
Happy Ningu Star,,Manga,1995,[],"[{'title': 'Happy Ningu Star', 'language': 'en'}, {'title': 'Happening Star', 'language': 'sv'}, {'title': 'ハッピにんぐSTAR', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['Mizuyoukan'],['Mizuyoukan'],"[{'publisher': 'Akaneshinsha', 'label': ''}]",[],"['Adult', 'Comedy', 'Gender Bender', 'Hentai', 'School Life', 'Supernatural', 'Yuri']",[]
Happy Paradise,,Manga,1991,[],"[{'title': 'Happy Paradise', 'language': 'en'}, {'title': 'はっぴい☆ぱらだいす', 'language': 'ja'}, {'title': 'はっぴい・ぱらだいす', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i72377.jpg,['KUSAKABE Takumi'],['KUSAKABE Takumi'],"[{'publisher': 'Jitsugyou no Nihonsha', 'label': ''}]",[],['Shoujo'],[]
해피 오메가버스,"From Flex Tape Scanlation:In front of me, there was an omega in heat. Because of my past trauma, I'm immune to omega's pheromones but why is my dick hard?That night, the ex-leader of a gang and a chef-in-training, Tetsuji, was driven to an unexpected situation. It happened because of a trivial incident… he had saved an omega, Kaneda who was in trouble. For Tetsuji, it's just an action on a whim but it's another story for Kaneda. Even though he's unable to accept Kaneda's feelings, he still thinks that he's cute. But one night, when the Kaneda got his heat while walking home, the alpha came to the rescue.",Manga,2021,[],"[{'title': 'Happy Omegaverse', 'language': 'en'}, {'title': 'Счастливый омегаверс', 'language': 'ru'}, {'title': 'ハッピー・オメガ・バース', 'language': 'ja'}, {'title': '快樂OMEGAVERSE', 'language': 'ko'}, {'title': '해피 오메가버스', 'language': 'ko'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i374733.jpg,['TSUDURAO Kaya'],['TSUDURAO Kaya'],"[{'publisher': 'Cosmic Shuppan', 'label': ''}]","[{'publisher': 'Cosmic Shuppan', 'label': 'Spicy Whip'}]","['Drama', 'Romance', 'Yaoi']",[]
Happy Penguin,,Manga,1986,[],"[{'title': 'Happy Penguin', 'language': 'en'}, {'title': 'ハッピーペンギン', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['DEIZU Nin'],['DEIZU Nin'],"[{'publisher': 'Ichibankan Shobo', 'label': ''}]","[{'publisher': 'Ichibankan Shobo', 'label': 'Comic Pack'}]","['Adult', 'Hentai']",[]
Happy People - Best Stories,,Manga,2005,[],"[{'title': 'Happy People - Best Stories', 'language': 'en'}, {'title': 'ハッピーピープル～ベスト・ストーリー', 'language': 'ja'}]","{'volume': 1, 'status': 'Discontinued'}",https://cdn.mangaupdates.com/image/i37099.jpg,['SHAKU Eishou'],['SHAKU Eishou'],"[{'publisher': 'Shueisha', 'label': ''}]",[],"['Horror', 'Seinen']",[]
